slug,ref,filename,n_cells,n_code_cells,n_md_cells,n_md_chars,n_code_chars,first_md,config_lb_max,config_lb_list,n_config_lb,lb_prefix_max,n_lb_prefix,bare_score_max,bare_score_min,n_bare_scores,best_score,feat__uses_perch,feat__uses_perch_v2,feat__uses_birdnet,feat__uses_sed,feat__uses_protossm,feat__uses_residual_ssm,feat__uses_efficientnet,feat__uses_hgnet,feat__uses_convnext,feat__uses_resnet,feat__uses_passt,feat__uses_beats,feat__uses_mae,feat__uses_tucker,feat__uses_mlp_probes,feat__uses_train_audio,feat__aug_mixup,feat__aug_cutmix,feat__aug_specaugment,feat__aug_time_shift,feat__aug_flip,feat__aug_clipping,feat__aug_gain,feat__loss_focal,feat__loss_bce,feat__loss_softauc,feat__ssl_pseudo,feat__ssl_iterative,feat__tweak_A_per_class,feat__tweak_C_residual,feat__tweak_D_hour_smooth,feat__tweak_E_wide_mlp,feat__tweak_F_flip_tta,feat__tweak_G_birdnet_weight,feat__sonotype_mirror,feat__site_hour_prior,feat__rank_aware,feat__file_confidence,feat__adaptive_delta,feat__uses_onnx,feat__uses_torch,feat__uses_tf,feat__val_groupkfold,feat__val_stratified,feat__ext_data,n_fork_refs,fork_refs,num__n_windows,num__window_sec,num__rank_power,num__n_classes,num__lambda_prior,num__file_conf_power,num__alpha_blend,num__correction_weight,num__lambda_in_apply_prior,num__ensemble_w_mapped,title_score
tagirkhairutdinov__auto-birdclef-2026-exp019-eos4-rank-power-06-177,tagirkhairutdinov/auto-birdclef-2026-exp019-eos4-rank-power-06-177,auto-birdclef-2026-exp019-eos4-rank-power-06-177.ipynb,20,10.0,10.0,7487.0,361977,"# exp019 — EoS.4 0.948 + exp017 lambda_prior=0.5 + rank_aware_scaling(power) 0.5 -> 0.6

Stacked single-scalar probe. Base = exp017 (Kaggle pending; expected >= 0.948 per
user UI signal). One additional scalar change layered on top:
- `rank_aware_scaling(probs,    n_windows=N_WINDOWS, power=0.5)` -> `rank_aware_scaling(probs,    n_windows=N_WINDOWS, power=0.6)`

Rationale: orthogonal dial test. fi",0.948,0.9480|0.9280,2,0.948,1,0.999,0.912,9,0.948,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,8.0,hideyukizushi/bird26-reproduce-perch-protossm-resssm-inf-train|mtoshidesu/tedbirdclef-2026-improved|nikitababich/birdclef2025-1st-place-inference|nina2025/birdclef-2026-ensemble-of-solutions|nina2025/birdclef-2026-eos-4|pilkwang/948-birdclef-26-acoustic-time-window-rank-fusion|pilkwang/birdclef-2026-safe-ensemble|tuckerarrants/bc2026-distilled-sed,12,5,0.5,,0.5,0.4,0.4,0.30,0.4,0.60,0.948
takamaruex__birdclef26-nb020-public-protossm-sed,takamaruex/birdclef26-nb020-public-protossm-sed,birdclef26-nb020-public-protossm-sed.ipynb,4,3.0,1.0,446.0,43604,"## 🙏 Credits

# This notebook ensembles two excellent public BirdCLEF 2026 works: [Maryna Borovska](https://www.kaggle.com/marynaborovska)’s [ProtoSSM / Two-Pass SSM notebook](https://www.kaggle.com/code/marynaborovska/birdclef-26-two-pass-ssm-advanced-pp) and [Tucker Arrants](https://www.kaggle.com/tuckerarrants)’s [EfficientNet Distilled SED notebook](https://www.kaggle.com/code/tuckerarrants/bc",,,0,,0,,,0,,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,2.0,marynaborovska/birdclef-26-two-pass-ssm-advanced-pp|tuckerarrants/bc2026-distilled-sed,12,5,0.4,,0.4,,0.4,0.35,0.4,,
takuminakamatsu__birdclef-2026-mel-spectrogram-deep-dive,takuminakamatsu/birdclef-2026-mel-spectrogram-deep-dive,birdclef-2026-mel-spectrogram-deep-dive.py,0,,,,8653,,,,0,0.872,1,0.872,0.872,1,0.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takuminakamatsu__birdclef-2026-pantanal-wildlife-sound-eda,takuminakamatsu/birdclef-2026-pantanal-wildlife-sound-eda,birdclef-2026-pantanal-wildlife-sound-eda.py,0,,,,8493,,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
takuminakamatsu__birdclef-2026-perch-v2-zero-shot-tutorial,takuminakamatsu/birdclef-2026-perch-v2-zero-shot-tutorial,birdclef-2026-perch-v2-zero-shot-tutorial.py,0,,,,8193,,,,0,,0,0.91,0.91,1,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamurakami__bc26-clean-data,tamurakami/bc26-clean-data,bc26-clean-data.ipynb,27,24.0,3.0,127.0,5165,"ゴミデータを削除する  
音声データ等は https://www.kaggle.com/code/ttahara/birdclef-2026-hgnetv2-b0-baseline-training から拝借",,,0,,0,,,0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,ttahara/birdclef-2026-hgnetv2-b0-baseline-training,,,,,,,,,,,
tamurakami__e22b07004-bc26,tamurakami/e22b07004-bc26,e22b07004-bc26.ipynb,5,2.0,3.0,1886.0,0,報告用,,,0,0.591,1,,,0,0.591,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,kdmitrie/birdclef26-google-perch-starter|kdmitrie/birdclef26-google-perch-starter](https:|tamurakami/bc26-clean-data|ttahara/birdclef-2026-hgnetv2-b0-baseline-training,,,,,,,,,,,
tannereischen__birdclef-2026-efficientnetv2-m,tannereischen/birdclef-2026-efficientnetv2-m,birdclef-2026-efficientnetv2-m.ipynb,17,9.0,8.0,385.0,11452,"# BirdCLEF 2026 - EfficientNetV2-B7 Training

Large model training for Kaggle competition using EfficientNetV2-B7 (84M params).

**Features:**
- Precomputed mel spectrograms (256x256)
- 5-fold stratified CV
- Mixed precision training
- Mixup augmentation
- Early stopping",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0,,,,,,,,,,,,
tasfiamohtasim__notebook-project-3,tasfiamohtasim/notebook-project-3,notebook-project-3.ipynb,65,38.0,27.0,15812.0,16697,"# Project 3: BirdCLEF+ 2026 Audio Classification

#### 1. Student name: Tasfia Mohtasim Toma
#### 1. Student ID: 25021047",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,,,,,,,,,,,,
tasmim__birdclef-2026-exploratory-data-analysis,tasmim/birdclef-2026-exploratory-data-analysis,birdclef-2026-exploratory-data-analysis.ipynb,26,15.0,11.0,506.0,10017,"# BirdCLEF+ 2026 — Exploratory Data Analysis
Acoustic species identification in the Pantanal, Brazil.
**234 species** | **Metric: Macro ROC-AUC** | **5-second windows**",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,
tasmim__birdclef-2026-infer-effnet,tasmim/birdclef-2026-infer-effnet,birdclef-2026-infer-effnet.ipynb,2,2.0,0.0,0.0,11228,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
tasmim__birdclef-2026-train-effnet,tasmim/birdclef-2026-train-effnet,birdclef-2026-train-effnet.ipynb,28,15.0,13.0,1203.0,16163,"# BirdCLEF+ 2026 — Training 

## Key design decisions
| What | Why |
|---|---|
| `tf_efficientnetv2_s` (upgraded from b0) | ~+0.03–0.05 LB for free |
| Exact same mel params as inference | No train/test mismatch |
| Secondary labels as soft targets (0.5) | More signal, less noise |
| Train on `train_soundscapes_labels` too | Domain-matched data |
| Mixup α=0.4 + SpecAugment | Regularisation |
| Fo",,,0,,0,0.834,0.834,1,0.834,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0,,,,,,,,,,,,
timrachlin__applying-pseudo-labels,timrachlin/applying-pseudo-labels,applying-pseudo-labels.ipynb,4,4.0,0.0,0.0,3446,,,,0,,0,,,0,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
tonylica__birdclef-lb-0-872-0-862-16mins-runtime,tonylica/birdclef-lb-0-872-0-862-16mins-runtime,birdclef-lb-0-872-0-862-16mins-runtime.ipynb,1,1.0,0.0,0.0,15174,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
toxirmalik__birdclef-2026-results,toxirmalik/birdclef-2026-results,birdclef-2026-results.ipynb,1,1.0,0.0,0.0,6600,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
traleeui__perch,traleeui/perch,perch.ipynb,50,44.0,6.0,65.0,78207,## DOWNLOAD,,,0,,0,,,0,,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0.0,,12,5,,,,,,,,,
trnhquangminh140__birdclef-2026-fast-trinh-quang-minh,trnhquangminh140/birdclef-2026-fast-trinh-quang-minh,birdclef-2026-fast-trinh-quang-minh.ipynb,6,3.0,3.0,1812.0,7548,"**Tích hợp cơ chế ""Tự động phát hiện mô hình"":**

- Nếu có Internet, nó sẽ tải mô hình từ mạng và huấn luyện, sau đó lưu lại file .pth.

- Nếu tắt Internet (khi nộp bài), nó sẽ tự động tìm file .pth trong thư mục bạn đã thêm vào để chạy offline.",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,
trnhquangminh140__birdclef-2026-new-trinh-quang-minh,trnhquangminh140/birdclef-2026-new-trinh-quang-minh,birdclef-2026-new-trinh-quang-minh.ipynb,9,2.0,7.0,793.0,6676,# BirdCLEF+ 2026 New_Trinh Quang Minh ,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
trnhquangminh140__birdclef-2026-new90-trinh-quang-minh,trnhquangminh140/birdclef-2026-new90-trinh-quang-minh,birdclef-2026-new90-trinh-quang-minh.ipynb,3,3.0,0.0,0.0,11206,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,
trnhquangminh140__birdclef-2026-trinh-quang-minh,trnhquangminh140/birdclef-2026-trinh-quang-minh,birdclef-2026-trinh-quang-minh.ipynb,6,3.0,3.0,1381.0,9231,"**Building a Bird Species Identification Model**

**Link demo**: https://www.kaggle.com/code/trnhquangminh140/birdclef-2026-trinh-quang-minh
[](https://www.kaggle.com/code/trnhquangminh140/birdclef-2026-trinh-quang-minh)",,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,trnhquangminh140/birdclef-2026-trinh-quang-minh,,,,,,,,,,,
troyxxf__bc26-v168-tucker-distilled-sed-only-v1,troyxxf/bc26-v168-tucker-distilled-sed-only-v1,bc26-v168-tucker-distilled-sed-only-v1.ipynb,28,14.0,14.0,8558.0,51949,"# BirdCLEF 2026 — Distilled SED: Train + Inference

**Architecture:** EfficientNet-B0 backbone + SED attention head + frozen Perch v2 embedding distillation  
**Key idea:** The backbone learns to reproduce Perch’s 1536-d embeddings via MSE (the distillation branch). The SED classification head trains on stop-gradiented backbone features, so it never fights the distillation gradient. At inference, ",,,0,,0,0.898,0.876,2,0.898,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,1.0,nikitababich/birdclef2025-1st-place-inference,12,,,,,,,,,,
troyxxf__bc26-v169-compact-tucker-sed-only-v1,troyxxf/bc26-v169-compact-tucker-sed-only-v1,bc26-v169-compact-tucker-sed-only-v1.ipynb,1,1.0,0.0,0.0,8035,,,,0,,0,,,0,,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,,,,,,,,,,,,
troyxxf__bc26-v186-batched-tucker-sed-only-v1,troyxxf/bc26-v186-batched-tucker-sed-only-v1,bc26-v186-batched-tucker-sed-only-v1.ipynb,1,1.0,0.0,0.0,9009,,,,0,,0,,,0,,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,,12,,,,,,,,,,
troyxxf__bc26-v187-v4a014-negdelta-gate-v1,troyxxf/bc26-v187-v4a014-negdelta-gate-v1,bc26-v187-v4a014-negdelta-gate-v1.ipynb,40,40.0,0.0,0.0,332441,,,,0,,0,0.999,0.999,1,0.999,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
tsubasatech__birdclef2026-v293-fork934,tsubasatech/birdclef2026-v293-fork934,birdclef2026-v293-fork934.ipynb,54,34.0,20.0,3195.0,120802,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,0.0,,12,5,0.5,,,,,,,,
tsubasatech__birdclef2026-v299-ppens,tsubasatech/birdclef2026-v299-ppens,birdclef2026-v299-ppens.py,0,,,,127973,,,,0,0.934,1,0.943,0.934,2,0.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tsubasatech__birdclef2026-v300-ppens-eq,tsubasatech/birdclef2026-v300-ppens-eq,birdclef2026-v300-ppens-eq.py,0,,,,127961,,,,0,0.934,1,0.943,0.934,2,0.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ttahara__birdclef-2026-download-wheels,ttahara/birdclef-2026-download-wheels,birdclef-2026-download-wheels.ipynb,1,1.0,0.0,0.0,219,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,,,,,,,,,,,,
ttahara__birdclef-2026-hgnetv2-b0-baseline-inference,ttahara/birdclef-2026-hgnetv2-b0-baseline-inference,birdclef-2026-hgnetv2-b0-baseline-inference.ipynb,34,24.0,10.0,893.0,12925,# BirdCLEF+2026: HGNetV2-B0 Baseline [Inference],,,0,,0,,,0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,ttahara/birdclef-2026-hgnetv2-b0-baseline-training,,,,5,,,,,,,
ttahara__birdclef-2026-hgnetv2-b0-baseline-training,ttahara/birdclef-2026-hgnetv2-b0-baseline-training,birdclef-2026-hgnetv2-b0-baseline-training.ipynb,63,44.0,19.0,2760.0,32585,"# BirdCLEF+2026: HGNetV2-B0 Baseline [Training]

【UPDATE1】 added AttnetionSEDHead and CustomLoss for it  
【UPDATE2】 renewed CustomLoss, which adopts logit-LSE   
【UPDATE3】 replaced the classifier head with LSEHead and used BCEWithLogitsLoss  
【UPDATE4】 updated some points  
【UPDATE5】 added Model EMA  
【UPDATE6】 made LSE trainable and tuned several hyper parameters

## About

This notebook shows yo",,,0,,0,0.999,0.999,1,0.999,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,0.0,,,,,5,,,,,,,
ttahara__birdclef-2026-torch-v-s-openvino-in-infer-speed,ttahara/birdclef-2026-torch-v-s-openvino-in-infer-speed,birdclef-2026-torch-v-s-openvino-in-infer-speed.ipynb,83,56.0,27.0,706.0,12771,# BirdCLEF+2026: Compare Inference Speed (Torch V.S. OpenVINO),,,0,,0,,,0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,234,,,,,,,
ttyn4519__kaggle-debug-soundscapes-contents,ttyn4519/kaggle-debug-soundscapes-contents,kaggle-debug-soundscapes-contents.ipynb,1,1.0,0.0,0.0,285,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,
ttyn4519__kaggle-debug-soundscapes-tree,ttyn4519/kaggle-debug-soundscapes-tree,kaggle-debug-soundscapes-tree.ipynb,1,1.0,0.0,0.0,335,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,
ttyn4519__perch-task224-public0946-replay-robust-inputs,ttyn4519/perch-task224-public0946-replay-robust-inputs,perch-task224-public0946-replay-robust-inputs.ipynb,41,28.0,13.0,9516.0,82817,"# exp_044c: V8 Without Rare-Taxon Suppression

Ablation after `exp_044/044b = 0.944`: keep V8 thresholds, rank/gates, and sonotype mirroring, but disable the final adaptive suppression of weak Amphibia/Mammalia/Reptilia predictions.
",,,0,,0,0.944,0.912,7,0.944,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
ttyn4519__perch-task229-haru-p125-replay,ttyn4519/perch-task229-haru-p125-replay,perch-task229-haru-p125-replay.ipynb,44,30.0,14.0,10337.0,85950,"# BirdCLEF 2026 public top2 + P125 submit

This variant starts from the high-scoring public Perch/SED/CLAP notebook lineage and keeps the parts that can be reproduced from attachable public inputs in this account:

- Raunak/Vyanktesh-style ONNX Perch + ProtoSSM/ResidualSSM sequence modeling.
- Tucker public distilled SED ONNX branch.
- Needless-style optional v5 SED and CLAP streams when their dat",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,2.0,kosuke123/birdclef-2026-mattia-tricks-safe|mtoshidesu/birdclef-2026-0-941-public-lb-onnx-perch-pr,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
ttyn4519__perch-task231-task224-hgnetv2-sidecar,ttyn4519/perch-task231-task224-hgnetv2-sidecar,perch-task231-task224-hgnetv2-sidecar.ipynb,42,29.0,13.0,9516.0,89781,"# exp_044c: V8 Without Rare-Taxon Suppression

Ablation after `exp_044/044b = 0.944`: keep V8 thresholds, rank/gates, and sonotype mirroring, but disable the final adaptive suppression of weak Amphibia/Mammalia/Reptilia predictions.
",,,0,,0,0.944,0.912,7,0.944,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
ttyn4519__perch-task235-task233-hgnetv2-b0-w003,ttyn4519/perch-task235-task233-hgnetv2-b0-w003,perch-task235-task233-hgnetv2-b0-w003.ipynb,68,28.0,40.0,22431.0,76381,"# 🐦 BirdCLEF 2026 — Visual Explained Pipeline

This version keeps the original modeling logic intact, but reorganizes the notebook so the full flow is easier to understand at a glance.

## 🎯 What this notebook does

It builds a full CPU-friendly BirdCLEF 2026 inference pipeline:

1. **Load Kaggle public resources**: competition data, Perch ONNX, Perch metadata, TensorFlow wheels, and public SED fo",,,0,,0,,,0,,True,True,False,True,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
ttyn4519__perch-task236-task233-snowflake-sed-w003,ttyn4519/perch-task236-task233-snowflake-sed-w003,perch-task236-task233-snowflake-sed-w003.ipynb,68,28.0,40.0,22431.0,72234,"# 🐦 BirdCLEF 2026 — Visual Explained Pipeline

This version keeps the original modeling logic intact, but reorganizes the notebook so the full flow is easier to understand at a glance.

## 🎯 What this notebook does

It builds a full CPU-friendly BirdCLEF 2026 inference pipeline:

1. **Load Kaggle public resources**: competition data, Perch ONNX, Perch metadata, TensorFlow wheels, and public SED fo",,,0,,0,,,0,,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
ttyn4519__perch-task239-task233-snowflake-agree-w003,ttyn4519/perch-task239-task233-snowflake-agree-w003,perch-task239-task233-snowflake-agree-w003.ipynb,68,28.0,40.0,22431.0,73324,"# 🐦 BirdCLEF 2026 — Visual Explained Pipeline

This version keeps the original modeling logic intact, but reorganizes the notebook so the full flow is easier to understand at a glance.

## 🎯 What this notebook does

It builds a full CPU-friendly BirdCLEF 2026 inference pipeline:

1. **Load Kaggle public resources**: competition data, Perch ONNX, Perch metadata, TensorFlow wheels, and public SED fo",,,0,,0,,,0,,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12,5,0.4,,0.4,0.4,0.4,0.30,0.4,,
tuannm3812__birdclef-2026-eda-efficientnet-b0,tuannm3812/birdclef-2026-eda-efficientnet-b0,birdclef-2026-eda-efficientnet-b0.ipynb,51,26.0,25.0,7532.0,27050,,,,0,,0,,,0,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,0.0,,,,,,,,,,,,
tuckerarrants__bc2026-distilled-sed,tuckerarrants/bc2026-distilled-sed,bc2026-distilled-sed.ipynb,28,14.0,14.0,8558.0,51949,"# BirdCLEF 2026 — Distilled SED: Train + Inference

**Architecture:** EfficientNet-B0 backbone + SED attention head + frozen Perch v2 embedding distillation  
**Key idea:** The backbone learns to reproduce Perch’s 1536-d embeddings via MSE (the distillation branch). The SED classification head trains on stop-gradiented backbone features, so it never fights the distillation gradient. At inference, ",,,0,,0,0.898,0.876,2,0.898,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,1.0,nikitababich/birdclef2025-1st-place-inference,12,,,,,,,,,,
tukotanzwoo__perch-v2embedprobe-bayesian-improvement-0-916,tukotanzwoo/perch-v2embedprobe-bayesian-improvement-0-916,perch-v2embedprobe-bayesian-improvement-0-916.ipynb,67,22.0,45.0,6522.0,33288,"---

# ~ BirdCLEF 2026: Perch Embedding Probe ~
*Wildlife species identification from Pantanal soundscapes*

---",,,0,,0,,,0,,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0,jaejohn/perch-v2-starter-train-infer,12,5,,,,,,,,,
tulayppppp__bird-2026-april,tulayppppp/bird-2026-april,bird-2026-april.ipynb,57,52.0,5.0,2332.0,30754,"Küçük Bir İpucu: Ses kayıtlarını modele sokmadan önce librosa kütüphanesiyle Mel-Spektrogram haline getirmeyi ve gürültü azaltma (denoising) işlemlerini yapmayı unutmayın. Kaggle geçmişinizdeki ""Bird Sound Recognition"" projeleriniz için AST veya EfficientNet kombinasyonları en yüksek skoru getirecektir.",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
tulayppppp__my-efficientnet-b0-weights,tulayppppp/my-efficientnet-b0-weights,my-efficientnet-b0-weights.ipynb,20,20.0,0.0,0.0,33497,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
udaken10__baseline3,udaken10/baseline3,baseline3.ipynb,93,88.0,5.0,653.0,10671,"# BirdCLEF 2026: BASELINE 3 Training Pipeline

このノートブックは**疑似ラベル（Pseudo-labels）**と **Focal Loss** を統合した最終段階の学習プロセスに特化しています。

### 主な特徴
- **Data Sources**: XC/iNatデータ + ラベル付きSoundscape + 疑似ラベル付きSoundscapeの3種を統合。
- **Model**: PCEN導入済みの SED (tf_efficientnet_b0) モデル。
- **Loss**: 少数種や難学習サンプルに強い Focal Loss を採用。
- **End-to-End**: 学習から `submission.csv` の出力までを完結。",,,0,,0,,,0,,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,
