n_inputs,input_slugs,n_notebooks_used,notebooks_used,n_datasets_used,datasets_used,n_models_used,models_used,competitions_used,slug,ref
12,birdclef2026-effnet-5fold|birdclef2026-protossm-500ep|birdclef26-perch-onnx|competitions|datasets|mlnjsh|models|perch-meta|perch-mlp-weights|perch-onnx|perch-onnx-for-birdclef-2026|protossm-10k,0,,5,jaejohn/perch-meta|mlnjsh/birdclef2026-effnet-5fold|mlnjsh/perch-onnx|rishikeshjani/perch-onnx-for-birdclef-2026|yuriygreben/birdclef26-perch-onnx,1,google/bird-vocalization-classifier,birdclef-2026,pacerq__v50-onnx-perch-path-fix,pacerq/v50-onnx-perch-path-fix
13,birdclef2026-effnet-5fold|birdclef2026-protossm-500ep|birdclef26-perch-onnx|competitions|datasets|mlnjsh|models|perch-meta|perch-meta-0-943|perch-mlp-weights|perch-onnx|perch-onnx-for-birdclef-2026|protossm-10k,0,,7,atahalam/perch-meta-0-943|jaejohn/perch-meta|mlnjsh/birdclef2026-effnet-5fold|mlnjsh/perch-onnx|rishikeshjani/perch-onnx-for-birdclef-2026|yuriygreben/birdclef26-perch-onnx|yuriygreben/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,pacerq__v51-onnx-cache-0-943-params,pacerq/v51-onnx-cache-0-943-params
1,competitions,0,,0,,0,,birdclef-2026,parsahriri__dataanalysis01,parsahriri/dataanalysis01
1,competitions,0,,0,,0,,birdclef-2026,patelris__birdclef-2026-starter-notebook-eda-audio,patelris/birdclef-2026-starter-notebook-eda-audio
0,,0,,0,,0,,,pawanmali__hybrid-prototype-classifier-deep-dive,pawanmali/hybrid-prototype-classifier-deep-dive
1,competitions,0,,0,,0,,birdclef-2026,perarasu2156__kaggle-bird-data,perarasu2156/kaggle-bird-data
5,birdnet-analyzer|competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,2,google/bird-vocalization-classifier|shadiakiki1/birdnet-analyzer,birdclef-2026,phyterx__birdclef-2026-v3-cv9245-sidecar-w0-05,phyterx/birdclef-2026-v3-cv9245-sidecar-w0-05
5,birdclef-2026|competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,pilkwang__948-birdclef-26-acoustic-time-window-rank-fusion,pilkwang/948-birdclef-26-acoustic-time-window-rank-fusion
4,competitions|datasets|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,1,pilkwang/birdclef2026-perch-cache,1,google/bird-vocalization-classifier,birdclef-2026,pilkwang__birdclef-2026-walkthrough-for-the-perch-use,pilkwang/birdclef-2026-walkthrough-for-the-perch-use
1,birdclef-2026,0,,0,,0,,,platypus2000jp__notebook10f169b98c,platypus2000jp/notebook10f169b98c
2,bird-vocalization-classifier|birdclef-2026,0,,0,,0,,,platypus2000jp__notebook15cb86fdd8,platypus2000jp/notebook15cb86fdd8
1,competitions,0,,0,,0,,birdclef-2026,platypus2000jp__notebook240b7bf225,platypus2000jp/notebook240b7bf225
2,birdclef-2026|competitions,0,,0,,0,,birdclef-2026,platypus2000jp__notebook441d43e89d,platypus2000jp/notebook441d43e89d
2,competitions|datasets,0,,1,tonylica/birdclef-2026-model,0,,birdclef-2026,platypus2000jp__notebook852036bab1,platypus2000jp/notebook852036bab1
2,competitions|datasets,0,,1,tonylica/birdclef-2026-model,0,,birdclef-2026,platypus2000jp__notebookb463fd6c38,platypus2000jp/notebookb463fd6c38
3,birdclef-2026|birdclef-2026-pcen-model|my-pcen-trained-model,0,,0,,0,,,platypus2000jp__notebookdbe5d77bdf,platypus2000jp/notebookdbe5d77bdf
2,birdclef-2026|competitions,0,,0,,0,,birdclef-2026,platypus2000jp__notebookfac4c9446c,platypus2000jp/notebookfac4c9446c
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,pradeeshrajan__birdclef2026-keepimproving,pradeeshrajan/birdclef2026-keepimproving
6,birdclef-thresholds|competitions|efficientnet-birdclef2026|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,pradeeshrajan__pantanal-distill-birdclef2026-improvement,pradeeshrajan/pantanal-distill-birdclef2026-improvement
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,praxel__birdclef-2026-safar-lb0946,praxel/birdclef-2026-safar-lb0946
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,praxel__birdclef-2026-ttyn-task236-snowflake,praxel/birdclef-2026-ttyn-task236-snowflake
3,competitions|datasets|models,0,,3,pulkitsahu89/birdtransform-birdclef-2026-transformer-model|pulkitsahu89/toco-toucan|waterjoe/google-perch-embeddings,1,google/bird-vocalization-classifier,birdclef-2026,pulkitsahu89__birdtransform-transformer-audio-classifier,pulkitsahu89/birdtransform-transformer-audio-classifier
1,models,0,,0,,1,google/bird-vocalization-classifier,,rauffauzanrambe__birdclef-2026-ai-loadreficient,rauffauzanrambe/birdclef-2026-ai-loadreficient
1,models,0,,0,,1,google/bird-vocalization-classifier,,rauffauzanrambe__birdclef-2026-deep-neural-network-global-smart,rauffauzanrambe/birdclef-2026-deep-neural-network-global-smart
2,audio1|audio2,0,,0,,0,,,rauffauzanrambe__birdclef-2026-deep-neural-network-global-v2,rauffauzanrambe/birdclef-2026-deep-neural-network-global-v2
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,rauffauzanrambe__birdclef-2026-improved-baseline-netpipelene-v2,rauffauzanrambe/birdclef-2026-improved-baseline-netpipelene-v2
2,competitions|datasets,0,,1,tonylica/birdclef-2026-model,0,,birdclef-2026,rauffauzanrambe__birdclef-2026-lb-0-872-0-862-ultra-fast-batched,rauffauzanrambe/birdclef-2026-lb-0-872-0-862-ultra-fast-batched
2,competitions|datasets,0,,1,tonylica/birdclef-2026-model,0,,birdclef-2026,rauffauzanrambe__birdclef-2026-lb-0-917-ultra-fast-batched-gpu,rauffauzanrambe/birdclef-2026-lb-0-917-ultra-fast-batched-gpu
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,0,,birdclef-2026,rauffauzanrambe__birdclef-2026-lora-for-meachine-learning,rauffauzanrambe/birdclef-2026-lora-for-meachine-learning
5,competitions|datasets|models|notebooks|perch-meta,2,ashok205/tf-wheels|vyankteshdwivedi/notebook1b25083f0d,6,hideyukizushi/sgkfk-202604041716|jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public|tuckerarrants/birdclef-2026-waveform-cache|tuckerarrants/perch-v2-no-dft-onnx,1,google/bird-vocalization-classifier,birdclef-2026,raunakdey07__birdclef-2026-deep-protossm-sed-dynamic-blend,raunakdey07/birdclef-2026-deep-protossm-sed-dynamic-blend
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,raunakdey07__birdclef-2026-multi-model-ensemble,raunakdey07/birdclef-2026-multi-model-ensemble
5,birdclef-2026|competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,raunakdey07__birdclef-2026-v6,raunakdey07/birdclef-2026-v6
4,competitions|datasets|models|notebooks,2,raunakdey07/offline-training-efficientnet-b0-focal-recording|vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,raunakdey07__birdclef-26-v5-notebook,raunakdey07/birdclef-26-v5-notebook
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,raunakdey07__birdclef-26-v7-notebook,raunakdey07/birdclef-26-v7-notebook
2,competitions|notebooks,1,antoinemasq/birdclef-2026-pytorch-baseline-training,0,,0,,birdclef-2026,ravi20076__birdclef2026-openvino-starter-v1,ravi20076/birdclef2026-openvino-starter-v1
1,competitions,0,,0,,0,,birdclef-2026,ravi20076__birdclef2026-preprocessing-v1,ravi20076/birdclef2026-preprocessing-v1
2,competitions|notebooks,2,antoinemasq/birdclef-2026-pytorch-baseline-training|waterjoe/birdclef2026-train-baseline,0,,0,,birdclef-2026,ravi20076__birdclef2026-public-blend-v1,ravi20076/birdclef2026-public-blend-v1
3,competitions|models|notebooks,2,antoinemasq/birdclef-2026-pytorch-baseline-training|kdmitrie/bc26-tensorflow-2-20-0,0,,1,google/bird-vocalization-classifier,birdclef-2026,ravi20076__birdclef2026-public-blend-v2,ravi20076/birdclef2026-public-blend-v2
3,competitions|models|notebooks,3,antoinemasq/birdclef-2026-pytorch-baseline-training|kdmitrie/bc26-tensorflow-2-20-0|waterjoe/birdclef2026-train-baseline,0,,1,google/bird-vocalization-classifier,birdclef-2026,ravi20076__birdclef2026-public-blend-v3,ravi20076/birdclef2026-public-blend-v3
3,competitions|models|notebooks,2,kdmitrie/bc26-tensorflow-2-20-0|waterjoe/birdclef2026-train-baseline,0,,1,google/bird-vocalization-classifier,birdclef-2026,ravi20076__birdclef2026-public-blend-v4,ravi20076/birdclef2026-public-blend-v4
3,competitions|datasets|notebooks,1,antoinemasq/birdclef-2026-pytorch-baseline-training,2,aidensong123/bestfold|tasmim/birdclef26-efnet-models,0,,birdclef-2026,ravi20076__birdclef2026-public-blend-v5,ravi20076/birdclef2026-public-blend-v5
2,competitions|datasets,0,,1,tonylica/birdclef-2026-model,0,,birdclef-2026,ravi20076__birdclef2026-public-blend-v6,ravi20076/birdclef2026-public-blend-v6
1,competitions,0,,0,,0,,birdclef-2026,ravi20076__birdclef2026-supplements-v1,ravi20076/birdclef2026-supplements-v1
5,competitions|datasets|models|notebooks|your-probe-bundle-dataset,1,ashok205/tf-wheels,1,renmingqian/birdclef-2026-probe-cache2,1,google/bird-vocalization-classifier,birdclef-2026,renmingqian__my-own-baseline-from-gpt,renmingqian/my-own-baseline-from-gpt
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,resnext__pantanal-distill-birdclef2026-improvement-a4dc68,resnext/pantanal-distill-birdclef2026-improvement-a4dc68
2,competitions|datasets,0,,1,tonylica/birdclef-2026-model,0,,birdclef-2026,rhythmghai__birdclef-2026-smart-audio-bird-detector,rhythmghai/birdclef-2026-smart-audio-bird-detector
3,birdclef-2026|competitions|models,0,,0,,2,rkusmi/best-bird-model-v3|rkusmi/best-bird-model-v5,birdclef-2026,rkusmi__bird-clef2026mw-2b6377,rkusmi/bird-clef2026mw-2b6377
1,competitions,0,,0,,0,,birdclef-2026,robbynevels__bc26-overlap-of-labels,robbynevels/bc26-overlap-of-labels
2,competitions|notebooks,1,ashok205/tf-wheels,0,,0,,birdclef-2026,robiulhasanjisan__birdclef-2026-baseline,robiulhasanjisan/birdclef-2026-baseline
2,competitions|models,0,,0,,1,google/bird-vocalization-classifier,birdclef-2026,rohanrathod02__birdclef-2026-eda-inference-wait-loading,rohanrathod02/birdclef-2026-eda-inference-wait-loading
2,birdclef-2026|competitions,0,,0,,0,,birdclef-2026,rojanupreti__next-step-to-the-moon,rojanupreti/next-step-to-the-moon
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,romanrozen__birdclef-2026-stable-0-947,romanrozen/birdclef-2026-stable-0-947
1,competitions,0,,0,,0,,birdclef-2026,ryzhokhina__clef2026-comprehensiveeda,ryzhokhina/clef2026-comprehensiveeda
3,birdclef-2026|competitions|models,0,,0,,1,google/bird-vocalization-classifier,birdclef-2026,sachchidanandadaki__birdclif-perch-v2-stablehlo-compatibility,sachchidanandadaki/birdclif-perch-v2-stablehlo-compatibility
1,notebooks,2,aliozanmemetoglu/birdclef-enb0-coarse-ensemble-submission|sachchidanandadaki/birdclif-submission-2,0,,0,,,sachchidanandadaki__birdclif-submission-2,sachchidanandadaki/birdclif-submission-2
4,competitions|datasets|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,safar1__basic-tutorial,safar1/basic-tutorial
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,safar1__lb-score-0-948,safar1/lb-score-0-948
1,competitions,0,,0,,0,,birdclef-2026,samithsachidanandan__birdclef-26-eda,samithsachidanandan/birdclef-26-eda
1,competitions,0,,0,,0,,birdclef-2026,samithsachidanandan__birdclef-audio-feature-extraction-librosa-torch,samithsachidanandan/birdclef-audio-feature-extraction-librosa-torch
1,competitions,0,,0,,0,,birdclef-2021|birdclef-2022|birdclef-2023|birdclef-2024|birdclef-2025|birdclef-2026,samithsachidanandan__transforming-audio-to-mel-spec-birdclef-26,samithsachidanandan/transforming-audio-to-mel-spec-birdclef-26
5,bird-vocalization-classifier|competitions|datasets|models|notebooks,2,sangrampatil5150/fork-of-notebook3b6c626cf2-f6a00e|vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,sangrampatil5150__birdclef-2026-v8,sangrampatil5150/birdclef-2026-v8
4,competitions|datasets|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,santusrk__google-parch-baseline1,santusrk/google-parch-baseline1
2,competitions|notebooks,1,antoinemasq/birdclef-2026-pytorch-baseline-training,0,,0,,birdclef-2026,sapaharamvishnusingh__birdclef-2026-pytorch-baseline-inference,sapaharamvishnusingh/birdclef-2026-pytorch-baseline-inference
2,birdclef-2026|competitions,0,,0,,0,,birdclef-2026,sarcasmos__birdsong-classifier-efficientnet-attention,sarcasmos/birdsong-classifier-efficientnet-attention
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,saurabhrajvarma__birdclef-2026-audio-classification-0-922,saurabhrajvarma/birdclef-2026-audio-classification-0-922
4,competitions|models|notebooks|perch-meta,1,ashok205/tf-wheels,0,,1,google/bird-vocalization-classifier,birdclef-2026,shengguangzhou__birdclef-2026-koushikrudra-0928-fork,shengguangzhou/birdclef-2026-koushikrudra-0928-fork
4,competitions|datasets|models|notebooks,1,ashok205/tf-wheels,1,yuriygreben/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,shengguangzhou__birdclef-2026-maryna-resboost-0927-fork,shengguangzhou/birdclef-2026-maryna-resboost-0927-fork
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,shengguangzhou__birdclef-2026-miaaaf-d384-tta3-fork,shengguangzhou/birdclef-2026-miaaaf-d384-tta3-fork
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,shengguangzhou__birdclef-2026-wslllll-v18x-d384-nl5-tta3-fork,shengguangzhou/birdclef-2026-wslllll-v18x-d384-nl5-tta3-fork
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,shijian123456__pantanal-distill-birdclef2026-shijian-d384-v1,shijian123456/pantanal-distill-birdclef2026-shijian-d384-v1
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,shijian123456__pantanal-distill-birdclef2026-wslll-5p,shijian123456/pantanal-distill-birdclef2026-wslll-5p
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,shijian123456__v10-extended-tta-shijian,shijian123456/v10-extended-tta-shijian
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,shijian123456__v11-lower-temperature-shijian,shijian123456/v11-lower-temperature-shijian
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,shijian123456__v12-residual-boost-shijian,shijian123456/v12-residual-boost-shijian
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,shijian123456__v8-stopgradient-v2-shijian,shijian123456/v8-stopgradient-v2-shijian
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,1,jaejohn/perch-meta,1,google/bird-vocalization-classifier,birdclef-2026,shijian123456__v9-deeper-ssm-shijian,shijian123456/v9-deeper-ssm-shijian
1,competitions,0,,0,,0,,birdclef-2026,shiviyadav__birdclef-2026,shiviyadav/birdclef-2026
1,competitions,0,,0,,0,,birdclef-2026,shreek484__v1-submission,shreek484/v1-submission
3,competitions|models|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,0,,1,google/bird-vocalization-classifier,birdclef-2026,sigmaborov__birdclef-2026-google-perch-baseline,sigmaborov/birdclef-2026-google-perch-baseline
5,competitions|datasets|models|notebooks|perch-meta,1,ashok205/tf-wheels,3,lixin73/birdclef2026-v27-onnx-perch-meta-forum-v1-lb872|skidive/perch-v2-onnx|skidive/trained-ssm-v2,1,google/bird-vocalization-classifier,birdclef-2026,skidive__alpha-adapting-bird-2026,skidive/alpha-adapting-bird-2026
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,skidive__birdclef-2026-onnx-perch-sequence-model-302597,skidive/birdclef-2026-onnx-perch-sequence-model-302597
1,competitions,0,,0,,0,,birdclef-2026,sleepymegacat__birdclef2026-acousticspeciesidentification-eda,sleepymegacat/birdclef2026-acousticspeciesidentification-eda
1,competitions,0,,0,,0,,birdclef-2026,sohaibdevv__birdclef-2026-audio-baseline,sohaibdevv/birdclef-2026-audio-baseline
1,competitions,0,,0,,0,,birdclef-2026,sohaibdevv__birdclef-2026-pretrained-model-integration,sohaibdevv/birdclef-2026-pretrained-model-integration
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,starsdaisuki__birdclef-2026-v101-onlinepseudo-v50,starsdaisuki/birdclef-2026-v101-onlinepseudo-v50
1,competitions,0,,0,,0,,birdclef-2026,stefankahl__birdclef-2026-sample-submission,stefankahl/birdclef-2026-sample-submission
2,competitions|notebooks,1,stpeteishii/tpu-birdclef-2026-efficientnetv2-train,0,,0,,birdclef-2026,stpeteishii__birdclef-2026-efficientnetv2-inference,stpeteishii/birdclef-2026-efficientnetv2-inference
1,competitions,0,,0,,0,,birdclef-2026,stpeteishii__birdclef-2026-geodata,stpeteishii/birdclef-2026-geodata
2,competitions|notebooks,1,stpeteishii/gpu-birdclef-2026-mobilenetv3-train,0,,0,,birdclef-2026,stpeteishii__birdclef-2026-mobilenetv3-inference,stpeteishii/birdclef-2026-mobilenetv3-inference
1,competitions,0,,0,,0,,birdclef-2026,stpeteishii__gpu-birdclef-2026-mobilenetv3-train,stpeteishii/gpu-birdclef-2026-mobilenetv3-train
1,competitions,0,,0,,0,,birdclef-2026,stpeteishii__tpu-birdclef-2026-efficientnetv2-train,stpeteishii/tpu-birdclef-2026-efficientnetv2-train
2,birdclef-2026|competitions,0,,0,,0,,birdclef-2026,studyexchange__birdclef-2026-infer-s12,studyexchange/birdclef-2026-infer-s12
2,birdclef-2026|competitions,0,,0,,0,,birdclef-2026,studyexchange__birdclef-2026-infer-s9,studyexchange/birdclef-2026-infer-s9
2,competitions|models,0,,0,,1,timm/tf-efficientnet,birdclef-2026,sudeslaar__birdclef2026-pcen-spectograms-gem-efficientnet-es,sudeslaar/birdclef2026-pcen-spectograms-gem-efficientnet-es
2,competitions|datasets,0,,1,suhanigupta04/birdclef2026-effnet-weights,0,,birdclef-2026,suhanigupta04__birdclef-2026,suhanigupta04/birdclef-2026
2,birdclef-2026|competitions,0,,0,,0,,birdclef-2026,sumitchavhan7__birdclef-2026,sumitchavhan7/birdclef-2026
6,birdclef-2026|competitions|datasets|models|notebooks|perch-meta,2,ashok205/tf-wheels|vyankteshdwivedi/notebook1b25083f0d,6,hideyukizushi/sgkfk-202604041716|jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public|tuckerarrants/birdclef-2026-waveform-cache|tuckerarrants/perch-v2-no-dft-onnx,1,google/bird-vocalization-classifier,birdclef-2026,sunderekkiz__birdclef-2026-exp019-eos4-rank-power-06,sunderekkiz/birdclef-2026-exp019-eos4-rank-power-06
4,competitions|models|notebooks|perch-meta,1,kdmitrie/bc26-tensorflow-2-20-0,0,,2,google/bird-vocalization-classifier|google/yamnet,birdclef-2026,suneetsaini__birdclef-2026-perch-v2-protossm-mlp-ensemble,suneetsaini/birdclef-2026-perch-v2-protossm-mlp-ensemble
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,svanikkolli__birdclef-2026-engine-v2,svanikkolli/birdclef-2026-engine-v2
2,competitions|datasets,0,,1,svanikkolli/ensembling-dataset,0,,birdclef-2026,svanikkolli__birdclef-ensembler,svanikkolli/birdclef-ensembler
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,svanikkolli__protossm-fusion-engine,svanikkolli/protossm-fusion-engine
2,competitions|notebooks,1,kdmitrie/bc26-tensorflow-2-20-0,0,,0,,birdclef-2026,sweetyheehee__simple-perch-embedding-extracting-and-finetuning,sweetyheehee/simple-perch-embedding-extracting-and-finetuning
6,bc2026-distilled-sed|bc2026-distilled-sed-public|birdclef-2026|competitions|datasets|models,0,,3,rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public|tuckerarrants/perch-v2-no-dft-onnx,1,google/bird-vocalization-classifier,birdclef-2026,takamaruex__birdclef26-nb020-public-protossm-sed,takamaruex/birdclef26-nb020-public-protossm-sed
1,datasets,0,,1,tamurakami/bc26datasets,0,,,tamurakami__bc26-clean-data,tamurakami/bc26-clean-data
2,competitions|datasets,0,,1,tasfiamohtasim/screenshot,0,,birdclef-2026,tasfiamohtasim__notebook-project-3,tasfiamohtasim/notebook-project-3
1,competitions,0,,0,,0,,birdclef-2026,tasmim__birdclef-2026-exploratory-data-analysis,tasmim/birdclef-2026-exploratory-data-analysis
2,competitions|datasets,0,,1,tasmim/test-resume-model,0,,birdclef-2026,tasmim__birdclef-2026-infer-effnet,tasmim/birdclef-2026-infer-effnet
1,competitions,0,,0,,0,,birdclef-2026,tasmim__birdclef-2026-train-effnet,tasmim/birdclef-2026-train-effnet
2,competitions|datasets,0,,1,tonylica/birdclef-2026-model,0,,birdclef-2026,tonylica__birdclef-lb-0-872-0-862-16mins-runtime,tonylica/birdclef-lb-0-872-0-862-16mins-runtime
1,competitions,0,,0,,0,,birdclef-2026,toxirmalik__birdclef-2026-results,toxirmalik/birdclef-2026-results
3,birdclef-2026|competitions|models,0,,0,,1,trnhquangminh140/birdclef-2026-trinh-quang-minh,birdclef-2026,trnhquangminh140__birdclef-2026-fast-trinh-quang-minh,trnhquangminh140/birdclef-2026-fast-trinh-quang-minh
1,competitions,0,,0,,0,,birdclef-2026,trnhquangminh140__birdclef-2026-new-trinh-quang-minh,trnhquangminh140/birdclef-2026-new-trinh-quang-minh
1,competitions,0,,0,,0,,birdclef-2026,trnhquangminh140__birdclef-2026-new90-trinh-quang-minh,trnhquangminh140/birdclef-2026-new90-trinh-quang-minh
1,competitions,0,,0,,0,,birdclef-2026,trnhquangminh140__birdclef-2026-trinh-quang-minh,trnhquangminh140/birdclef-2026-trinh-quang-minh
4,bc2026-distilled-sed-public|birdclef-2026|competitions|datasets,0,,2,tuckerarrants/bc2026-distilled-sed-public|tuckerarrants/perch-v2-no-dft-onnx,0,,birdclef-2026,troyxxf__bc26-v169-compact-tucker-sed-only-v1,troyxxf/bc26-v169-compact-tucker-sed-only-v1
9,birdclef2026-perch-tflite|birdclef2026-sed-ensemble|birdclef2026-sed-v5-trio|competitions|datasets|models|notebooks|perch-onnx-for-birdclef-2026|tf-wheels,1,ashok205/tf-wheels,5,jaejohn/perch-meta|needless090/birdclef2026-perch-tflite|needless090/birdclef2026-sed-ensemble|needless090/birdclef2026-sed-v5-trio|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,tsubasatech__birdclef2026-v293-fork934,tsubasatech/birdclef2026-v293-fork934
0,,0,,0,,0,,,ttahara__birdclef-2026-download-wheels,ttahara/birdclef-2026-download-wheels
1,notebooks,1,ttahara/birdclef-2026-download-wheels,0,,0,,,ttahara__birdclef-2026-hgnetv2-b0-baseline-inference,ttahara/birdclef-2026-hgnetv2-b0-baseline-inference
0,,0,,0,,0,,,ttahara__birdclef-2026-hgnetv2-b0-baseline-training,ttahara/birdclef-2026-hgnetv2-b0-baseline-training
1,notebooks,1,ttahara/birdclef-2026-download-wheels,0,,0,,,ttahara__birdclef-2026-torch-v-s-openvino-in-infer-speed,ttahara/birdclef-2026-torch-v-s-openvino-in-infer-speed
6,bc2026-distilled-sed-public|competitions|datasets|models|notebooks|perch-meta,1,vyankteshdwivedi/notebook1b25083f0d,3,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026|tuckerarrants/bc2026-distilled-sed-public,1,google/bird-vocalization-classifier,birdclef-2026,ttyn4519__perch-task231-task224-hgnetv2-sidecar,ttyn4519/perch-task231-task224-hgnetv2-sidecar
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ttyn4519__perch-task236-task233-snowflake-sed-w003,ttyn4519/perch-task236-task233-snowflake-sed-w003
4,competitions|datasets|models|notebooks,1,vyankteshdwivedi/notebook1b25083f0d,2,jaejohn/perch-meta|rishikeshjani/perch-onnx-for-birdclef-2026,1,google/bird-vocalization-classifier,birdclef-2026,ttyn4519__perch-task239-task233-snowflake-agree-w003,ttyn4519/perch-task239-task233-snowflake-agree-w003
